"GEOID","NAME","tot_popE","pop_den","white_ratio","black_ratio","other_ratio","median_incomeE","less_than_hs_ratio","Commercial","HighdensityResidential","Industrial","Institutional","LowdensityResidential","ResidentialCommercial","min_station_dist"
"131210018021","Block Group 1; Census Tract 18.02; Fulton County; Georgia",1229,0.00443929886270757,0.436940602115541,0.345809601301871,0.164361269324654,59074,0.0280228334198236,99.92,0.09,0,0,0,0,989.404769981446
"131210010021","Block Group 1; Census Tract 10.02; Fulton County; Georgia",1263,0.00282969411796845,0.32541567695962,0.164687252573238,0.47347585114806,7690,0.00961538461538462,13.59,0,59.39,4.87,0,22.19,732.686839082271
"130890207002","Block Group 2; Census Tract 207; DeKalb County; Georgia",1703,0.00337091490507892,0.421021726365238,0.297709923664122,0.13681738109219,58558,0.0344677137870855,9.6,10.6,0,0,78.8,0.58,445.836454677493
"131210042002","Block Group 2; Census Tract 42; Fulton County; Georgia",676,0.00132166719920431,0.29585798816568,0.690828402366864,0,16663,0.261992619926199,17.86,9.24,0,10.04,59.74,3.11,1258.55188234623
"131210050001","Block Group 1; Census Tract 50; Fulton County; Georgia",937,0.00264572543710115,0.556029882604056,0.172892209178228,0.175026680896478,76176,0.023039762170197,25.69,1.09,0,0.08,72.58,0.56,1416.53339687163
"131210076031","Block Group 1; Census Tract 76.03; Fulton County; Georgia",1462,0.00360237448899382,0,0.966484268125855,0,17016,0.105029585798817,0,39.65,0,0,35.31,23.14,2458.94408751484
"131210077031","Block Group 1; Census Tract 77.03; Fulton County; Georgia",606,0.000839031600304904,0,1,0,32648,0.0438818565400844,0.21,1.73,0,0,88.9,9.01,5903.14612298286
"131210098022","Block Group 2; Census Tract 98.02; Fulton County; Georgia",1387,0.00052433590045406,0.838500360490267,0.126171593366979,0.0273972602739726,106701,0.00440366972477064,0,0.58,0,36.15,61.22,0.8,4564.38980131207
"131210058001","Block Group 1; Census Tract 58; Fulton County; Georgia",1208,0.000964135148457393,0.307119205298013,0.354304635761589,0.302152317880795,32965,0.140608604407135,20.78,3.59,25.85,0.01,48.26,1.5,1877.48755635461
"131210030002","Block Group 2; Census Tract 30; Fulton County; Georgia",1069,0.00393218680110975,0.672591206735267,0.0261927034611787,0.25444340505145,101958,0.0161733292645713,18.69,8.78,0,0,71.16,1.36,2412.77457374322
"131210021001","Block Group 1; Census Tract 21; Fulton County; Georgia",1132,0.00259025498068673,0.347173144876325,0.468197879858657,0.157243816254417,34902,0.0424507658643326,24.69,0.02,0,0,0,75.3,509.397532273891
"131210010012","Block Group 2; Census Tract 10.01; Fulton County; Georgia",3387,0.00619957661489485,0.47328018895778,0.109241216415707,0.250369058163567,52578,0.00237060450414856,2.65,0,0,2.72,0,94.62,570.487609070104
"131210001004","Block Group 4; Census Tract 1; Fulton County; Georgia",839,0.000796728486705388,0.880810488676996,0,0.0119189511323004,90366,0.0158652672687332,0,0,0,0,99.43,0,2809.9733631542
"131210030001","Block Group 1; Census Tract 30; Fulton County; Georgia",1858,0.002383482302743,0.738966630785791,0.0925726587728741,0.05005382131324,101958,0.0161733292645713,19.08,10.01,7.13,0,58.64,5.2,2988.17395130705
"131210043001","Block Group 1; Census Tract 43; Fulton County; Georgia",1504,0.00450437539288485,0.227393617021277,0.615691489361702,0.117686170212766,21369,0.0932311621966794,0,0.01,1.68,97.89,0,0.43,476.475823718829
"131210096052","Block Group 2; Census Tract 96.05; Fulton County; Georgia",728,0.00572803853429553,0.733516483516483,0.20467032967033,0.0494505494505494,83722,0,15.04,0,0,0,0,84.96,270.62890743295
"131210084002","Block Group 2; Census Tract 84; Fulton County; Georgia",1349,0.00195448138418788,0.0867309117865085,0.859896219421794,0.0452186805040771,25136,0.0729653882132834,3.72,16.35,0,3.37,76.55,0,2632.48869912579
"131210081031","Block Group 1; Census Tract 81.03; Fulton County; Georgia",1070,0.00119680104608346,0,0.903738317757009,0.0962616822429907,23299,0.193524650478293,1.62,14.71,2.37,0,81.31,0,2608.86908072809
"131210081032","Block Group 2; Census Tract 81.03; Fulton County; Georgia",891,0.00194334083983985,0,0.869809203142537,0,23299,0.193524650478293,29.99,49.53,0.69,0,6.12,13.67,3003.29670037144
"131210089091","Block Group 1; Census Tract 89.09; Fulton County; Georgia",1635,0.00211757915908489,0.784709480122324,0.165749235474006,0.00856269113149847,96077,0,1.25,17.38,0.51,1.61,69.16,10.09,3157.09040584855
"131210074001","Block Group 1; Census Tract 74; Fulton County; Georgia",1834,0.00181893266586662,0.112322791712105,0.727917121046892,0.138495092693566,17354,0.272219836839845,13.23,8.57,0,32.37,27.09,16.95,2871.93233739793
"131210052001","Block Group 1; Census Tract 52; Fulton County; Georgia",1266,0.00203504077165644,0.766192733017378,0.0616113744075829,0.0339652448657188,82745,0.0418994413407821,0,1.16,0,0.01,95,3.87,1796.99706309147
"131210100032","Block Group 2; Census Tract 100.03; Fulton County; Georgia",1162,0.00378533176621201,0.506024096385542,0.0817555938037866,0.367469879518072,86201,0.044466082440766,99.88,0,0,0,0.01,0.11,871.530138271507
"131210069002","Block Group 2; Census Tract 69; Fulton County; Georgia",1782,0.00232306165120684,0.227272727272727,0.48709315375982,0.285634118967452,45389,0.105641394178944,5.98,15.05,0,0,78.95,0,1878.38170155513
"130890203001","Block Group 1; Census Tract 203; DeKalb County; Georgia",830,0.00171421590483678,0.828915662650602,0.0349397590361446,0.0746987951807229,78346,0.00441126569392603,0,0.02,0,0,99.57,0,2079.30297678573
