OBJECTID,Report Number,Report Date,Offense Start Date,Offense End Date,Day of the week,Day Number,Zone,Beat,Location,Location Type,NIBRS Code,NIBRS Code Name,Crime Against,Was a firearm involved?,Press Release,Social Media,Watch,Longitude,Latitude,Neighborhood,NPU,Council District,UCR Grouping,Victim Count,GlobalID,x,y
69930,222741566,10/2/2022 3:16:59 AM,10/1/2022 10:00:00 PM,10/2/2022 3:00:00 AM,Saturday,7,5,506,550 LINDSAY ST NW,Parking/ Drop Lot/ Garage,09A,Murder & Nonnegligent Manslaughter,PERSON,Y,,,Evening Watch,-84.416541,33.769786,English Avenue,L,3,Part I,1,cd9ba278-98b7-4b8f-bad0-8205c82ab9e2,-84.4165409999999,33.7697860000001
69931,222741598,10/2/2022 12:23:45 AM,9/30/2022 11:00:00 AM,10/1/2022 10:00:00 AM,Friday,6,3,312,3350 HAMILTON BLVD SW,Other/Unknown,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.385697,33.662243,Glenrose Heights,Z,12,Part I,1,451818b8-8761-4222-afdc-bf2c9bf8142b,-84.3856969999999,33.662243
69932,222741743,10/2/2022 2:22:35 AM,10/2/2022 12:17:00 AM,10/2/2022 1:47:00 AM,Saturday,7,3,307,1483 ARTHUR LANGFORD JR PL SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.397906,33.710948,Joyland,Y,12,Part II,1,768957ef-2dd9-480b-9550-14305f155037,-84.397906,33.710948
69933,222741833,10/2/2022 4:39:40 AM,10/2/2022 1:10:00 AM,10/2/2022 1:40:00 AM,Saturday,7,3,304,946 CREW ST SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Evening Watch,-84.389242,33.728989,Peoplestown,V,1,Part II,1,925639f3-1da4-48c3-a1f6-6cc0adce4fe5,-84.389242,33.7289890000001
69934,222741838,10/2/2022 2:21:48 AM,10/2/2022 1:19:00 AM,10/2/2022 2:07:00 AM,Saturday,7,5,505,239 PONCE DE LEON AVE NE,Restaurant,520,Weapon Law Violations,SOCIETY,N,,,Evening Watch,-84.379482,33.772455,Midtown,E,2,Part II,,e3bd5e62-fab8-4d0f-9bff-fabed03a1372,-84.3794819999999,33.772455
69935,222741957,10/4/2022 3:53:33 AM,10/2/2022 2:31:00 AM,10/2/2022 3:13:00 AM,Saturday,7,5,501,232 19TH ST NW,Shopping Mall,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.395809,33.793266,Atlantic Station,E,3,Part II,,d4e2593c-3d78-42ce-9d72-0315c48dc8f8,-84.395809,33.7932660000001
69936,222741982,10/2/2022 4:19:55 AM,10/2/2022 2:48:00 AM,10/2/2022 2:49:00 AM,Saturday,7,6,604,378 EDGEWOOD AVE NE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.375268,33.754343,Sweet Auburn,M,5,Part II,,e24bb990-6f42-4c9c-be7b-1da801c52e34,-84.3752679999999,33.7543430000001
69937,222741991,10/8/2022 9:24:01 PM,10/1/2022 11:23:00 PM,10/2/2022 2:30:00 AM,Saturday,7,5,509,521 PEACHTREE ST NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.384888,33.768789,Downtown,M,2,Part I,1,21e4b10d-95c0-44ff-9a33-467efc29b5a1,-84.384888,33.768789
69938,222742089,10/2/2022 4:57:52 AM,10/2/2022 3:45:00 AM,10/2/2022 3:50:00 AM,Saturday,7,2,212,1764 CHESHIRE BRIDGE RD NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.364967,33.808467,Morningside/Lenox Park,F,6,Part I,1,46b1daee-25f4-48cf-b230-593dfef55c66,-84.364967,33.8084670000001
69939,222745012,10/1/2022 12:12:39 PM,9/29/2022 7:55:00 PM,9/30/2022 7:55:00 PM,Thursday,5,2,205,238 S COLONIAL HOMES CIR NW,Residence/ Home / Apartment / Condo,26C,Impersonation,PROPERTY,N,,,Evening Watch,-84.395908,33.812713,Colonial Homes,C,8,Part II,1,fc7632c9-0fdb-4527-aacb-14650c12da3a,-84.395908,33.812713
69940,222745018,10/1/2022 1:52:46 PM,9/29/2022 2:12:00 PM,9/30/2022 11:35:00 PM,Thursday,5,2,210,3377 PEACHTREE RD NE,Hotel/ Motel/ Etc.,26B,Credit Card/Automated Teller Machine Fraud,PROPERTY,N,,,Day Watch,-84.366314,33.847697,Lenox,B,7,Part II,1,1a6c41d9-581d-461c-b2d1-33f70977eb50,-84.366314,33.847697
69941,222745020,10/1/2022 2:02:32 PM,4/14/2021 3:51:00 PM,4/14/2021 3:51:00 PM,Wednesday,4,5,512,136 PRYOR ST SW,Government/ Public Building,26C,Impersonation,PROPERTY,N,,,Day Watch,-84.39048,33.750513,Downtown,M,4,Part II,,90a28db3-fbd5-4a2e-a723-7ef495892647,-84.39048,33.7505130000001
69942,222748017,10/1/2022 1:00:17 PM,10/1/2022 12:37:00 PM,10/1/2022 1:00:00 PM,Saturday,7,7,706,7700 SPINE RD,Air/ Bus/ Train Terminal,520,Weapon Law Violations,SOCIETY,Y,,,Day Watch,-84.442465,33.640387,,,,Part II,1,1dbc6a01-6cae-46e9-93a9-08d54b5edcb9,-84.442465,33.640387
69943,222748019,10/1/2022 1:58:08 PM,10/1/2022 2:09:00 PM,10/1/2022 2:09:00 PM,Saturday,7,7,706,7700 SPINE RD,Air/ Bus/ Train Terminal,520,Weapon Law Violations,SOCIETY,Y,,,Day Watch,-84.442465,33.640387,,,,Part II,,558af1b3-2e29-4814-a7ef-7d35f2386d58,-84.442465,33.640387
69944,222750006,10/2/2022 4:57:45 AM,10/2/2022 4:01:00 AM,10/2/2022 4:57:00 AM,Sunday,1,4,414,3390 OLD FAIRBURN RD SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.528462,33.662581,Huntington,P,11,Part I,1,ebd4c31b-3ea2-44a4-82f5-c8fa8187a2d7,-84.528462,33.662581
69945,222741649,10/2/2022 9:15:38 PM,10/1/2022 11:30:00 PM,10/2/2022 2:00:00 AM,Saturday,7,5,505,800 PIEDMONT AVE NE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.381269,33.776486,Midtown,E,2,Part II,1,0be015fa-c514-4818-a033-4684d446a5a4,-84.381269,33.776486
69946,222741664,10/2/2022 12:00:00 AM,10/1/2022 11:41:00 PM,10/2/2022 12:15:00 AM,Saturday,7,2,208,25 TERMINUS PL NE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.370878,33.846538,North Buckhead,B,7,Part II,,a8fba91a-2098-4109-b029-8c154fb83d49,-84.3708779999999,33.8465380000001
69947,222741710,10/2/2022 12:49:52 AM,10/2/2022 12:04:00 AM,10/2/2022 1:50:00 AM,Saturday,7,4,401,806 RALPH DAVID ABERNATHY BLVD SW,Convenience Store,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.414265,33.738005,West End,T,4,Part II,,b0a2344c-8540-494a-a0eb-01304e758e3a,-84.4142649999999,33.738005
69948,222741743,10/2/2022 2:22:35 AM,10/2/2022 1:12:00 AM,10/2/2022 1:47:00 AM,Saturday,7,3,307,1483 ARTHUR LANGFORD JR PL SW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,N,,,Evening Watch,-84.397906,33.710948,Joyland,Y,12,Part I,1,e8679e19-c895-4559-81ea-c918cc3448c2,-84.397906,33.710948
69949,222741796,10/2/2022 1:15:00 AM,10/2/2022 12:50:00 AM,10/2/2022 1:15:00 AM,Saturday,7,2,211,2035 FAIRHAVEN CIR NE,Highway/ Road/ Alley/ Street/ Sidewalk,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.388554,33.816211,Peachtree Hills,B,7,Part II,1,ea15b24d-54d1-411e-9bc6-94f818b0e1f8,-84.3885539999999,33.8162110000001
69950,222741844,10/2/2022 3:48:38 AM,10/2/2022 1:22:00 AM,10/2/2022 1:29:00 AM,Saturday,7,1,110,1945 LOIS PL NW,Residence/ Home / Apartment / Condo,13A,Aggravated Assault,PERSON,Y,,,Evening Watch,-84.45126,33.785001,Grove Park,J,9,Part I,1,2ba0db2b-1668-47bd-9eca-77d5a7449b29,-84.45126,33.7850010000001
69951,222741894,10/2/2022 2:21:52 AM,10/2/2022 1:55:00 AM,10/2/2022 2:21:00 AM,Saturday,7,6,602,400 MORELAND AVE NE,Highway/ Road/ Alley/ Street/ Sidewalk,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.349279,33.765017,Inman Park,N,2,Part II,,16deb2f6-60df-4138-b04d-b92857d70d2b,-84.349279,33.7650170000001
69952,222741911,10/2/2022 3:17:09 AM,10/2/2022 1:55:00 AM,10/2/2022 2:00:00 AM,Saturday,7,3,313,3843 JONESBORO RD SE,Service/ Gas Station,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Evening Watch,-84.366347,33.649328,South River Gardens,Z,12,Part II,,778eb4af-9864-4f4c-80a0-cc3f6e72a82c,-84.366347,33.649328
69953,222741922,10/2/2022 5:14:55 AM,10/2/2022 2:08:00 AM,10/2/2022 5:00:00 AM,Saturday,7,1,111,33 ALLEN TEMPLE CT NW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.491006,33.75454,,I,10,Part I,1,cf445177-8d04-47ef-b292-ad21e56b873c,-84.491006,33.7545400000001
69954,222748025,10/1/2022 3:29:01 PM,10/1/2022 2:00:00 PM,10/1/2022 2:05:00 PM,Saturday,7,7,703,12700 SPINE RD,Air/ Bus/ Train Terminal,23C,Shoplifting,PROPERTY,N,,,Day Watch,-84.424894,33.640678,,,,Part I,,e0f44c11-54a9-47e0-b02e-de4f735389aa,-84.4248939999999,33.640678
69955,222750347,10/2/2022 7:35:00 PM,10/2/2022 7:15:00 AM,10/2/2022 7:24:00 AM,Sunday,1,2,208,3313 BUCKHEAD FOREST MEWS NE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Morning Watch,-84.374673,33.847424,Buckhead Forest,B,7,Part II,1,47c7d451-4b3f-4f6e-9870-d91008639a2e,-84.374673,33.847424
69956,222750347,10/2/2022 7:35:00 PM,10/2/2022 7:15:00 AM,10/2/2022 7:24:00 AM,Sunday,1,2,208,3313 BUCKHEAD FOREST MEWS NE,Residence/ Home / Apartment / Condo,220,Burglary/Breaking & Entering,PROPERTY,N,,,Morning Watch,-84.374673,33.847424,Buckhead Forest,B,7,Part I,1,e0fffa9f-44bc-4b18-aa78-677b441119ff,-84.374673,33.847424
69957,222750353,10/6/2022 5:09:48 AM,10/2/2022 4:20:00 AM,10/2/2022 7:25:00 AM,Sunday,1,2,212,269 ARMOUR DR NE,Commercial/ Office Building,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.378565,33.812011,,E,6,Part I,1,0457224f-b82e-4467-a463-b02d25ccb201,-84.378565,33.812011
69958,222750500,10/2/2022 12:09:01 PM,10/2/2022 2:00:00 AM,10/2/2022 10:55:00 AM,Saturday,7,6,606,159 PEARL ST SE,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.362374,33.750194,Cabbagetown,N,5,Part I,1,03f633c6-904a-418c-b383-8c2b95b91a5b,-84.362374,33.7501940000001
69959,222750607,10/2/2022 2:13:24 PM,9/26/2022 4:00:00 PM,10/2/2022 1:00:00 PM,Monday,2,5,502,268 WESTMINSTER DR NE,Rental Storage Facility,220,Burglary/Breaking & Entering,PROPERTY,N,,,Day Watch,-84.371005,33.793922,Midtown,E,6,Part I,1,d7036ba6-6769-4425-8664-55b2a8eafad1,-84.371005,33.7939220000001
69960,222750610,10/2/2022 2:08:08 PM,10/1/2022 5:00:00 PM,10/2/2022 7:00:00 AM,Saturday,7,5,505,693 PEACHTREE ST NE,Hotel/ Motel/ Etc.,240,Motor Vehicle Theft,PROPERTY,N,,,Day Watch,-84.38449,33.773475,Midtown,E,2,Part I,1,d3a975b0-27c8-4b35-87fd-626a2a79dcd7,-84.38449,33.7734750000001
69961,222750690,10/2/2022 3:18:39 PM,10/2/2022 3:00:00 AM,10/2/2022 1:00:00 PM,Saturday,7,4,406,1165 TUCKAWANNA DR SW,Residence/ Home / Apartment / Condo,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.485743,33.723892,Cascade Heights,I,10,Part I,1,926167f0-accd-445d-b84f-0a6cacae6d8c,-84.485743,33.723892
69962,222750755,10/2/2022 3:14:04 PM,10/2/2022 2:13:00 PM,10/2/2022 3:14:00 PM,Sunday,1,1,108,2191 TIGER FLOWERS DR NW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.459346,33.761155,Dixie Hills,J,3,Part I,1,08816f67-3d3e-4278-8a9f-1b178aa50825,-84.459346,33.761155
69963,222750777,10/2/2022 5:49:05 PM,10/2/2022 2:29:00 PM,10/2/2022 4:00:00 PM,Sunday,1,6,613,1257 BEECH VALLEY RD NE,ATM Separate From Bank,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.345946,33.796401,Morningside/Lenox Park,F,6,Part I,1,58b974fe-005f-4e01-ac9c-3e4dd29fcefa,-84.345946,33.7964010000001
69964,222750845,10/2/2022 4:26:11 PM,10/1/2022 5:00:00 AM,10/2/2022 3:09:00 PM,Saturday,7,1,112,2748 DONALD LEE HOLLOWELL PKWY NW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Morning Watch,-84.477258,33.777708,Collier Heights,I,9,Part I,1,689936b9-49b8-410e-bb07-56942e813119,-84.4772579999999,33.7777080000001
69965,222750068,10/2/2022 6:26:17 AM,10/1/2022 10:00:00 PM,10/2/2022 4:00:00 AM,Saturday,7,5,507,220 MARIETTA ST NW,Hotel/ Motel/ Etc.,23H,All Other Larceny,PROPERTY,N,,,Evening Watch,-84.395005,33.759223,Downtown,M,4,Part I,1,a195da7a-989f-4564-977f-7efc2704a411,-84.395005,33.7592230000001
69966,222750080,10/2/2022 6:29:44 AM,10/2/2022 3:15:00 AM,10/2/2022 5:29:00 AM,Saturday,7,1,108,2179 VERBENA ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.459939,33.755443,Dixie Hills,J,3,Part I,3,0ad5ce97-ee89-45e6-a100-f7b654bcc450,-84.459939,33.7554430000001
69967,222750141,10/2/2022 7:15:20 AM,10/2/2022 3:00:00 AM,10/2/2022 5:12:00 AM,Saturday,7,1,101,904 MARTIN LUTHER KING JR DR SW,Bar/ Nightclub,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.417077,33.754564,Atlanta University Center,T,4,Part I,4,cdf2037c-c2f8-4162-a6f6-007808a86b01,-84.4170769999999,33.7545640000001
69968,222750269,10/2/2022 8:03:58 AM,10/2/2022 6:17:00 AM,10/2/2022 6:33:00 AM,Sunday,1,2,206,3182 ROSWELL RD NW,Bar/ Nightclub,13A,Aggravated Assault,PERSON,N,,,Morning Watch,-84.379304,33.842058,South Tuxedo Park,B,8,Part I,1,fca8e66d-5173-4003-9d40-284958511a94,-84.379304,33.8420580000001
69969,222750332,10/2/2022 8:38:54 AM,10/2/2022 4:00:00 AM,10/2/2022 7:15:00 AM,Sunday,1,6,603,501 PIEDMONT AVE NE,Park/ Playground,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.381917,33.768191,Old Fourth Ward,M,2,Part I,2,dfeb3b3e-4229-414a-8887-093259610f44,-84.381917,33.7681910000001
69970,222750338,10/2/2022 11:13:27 AM,10/2/2022 5:00:00 AM,10/2/2022 7:00:00 AM,Sunday,1,5,504,375 LUCKIE ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.395777,33.764943,Downtown,M,4,Part I,3,7df41329-f8ca-4a9b-b182-771b7807ae51,-84.395777,33.7649430000001
69971,222750386,10/2/2022 11:55:14 AM,10/2/2022 4:30:00 AM,10/2/2022 7:30:00 AM,Sunday,1,5,510,186 1/2 AUBURN AVE NE,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.381523,33.755663,Downtown,M,5,Part I,2,8e969799-8de3-4197-84e5-18bc6acb30af,-84.381523,33.755663
69972,222750428,10/2/2022 10:52:18 AM,10/2/2022 4:00:00 AM,10/2/2022 9:00:00 AM,Sunday,1,5,503,150 10TH ST NE,Residence/ Home / Apartment / Condo,26B,Credit Card/Automated Teller Machine Fraud,PROPERTY,N,,,Morning Watch,-84.382211,33.782103,Midtown,E,2,Part II,1,3ef09b65-4ba6-4ab3-af6b-4a43422d62b9,-84.382211,33.7821030000001
69973,222750768,10/2/2022 3:45:14 PM,10/1/2022 7:00:00 PM,10/2/2022 5:07:00 AM,Saturday,7,6,608,439 CANDLER ST NE,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.345473,33.766323,Candler Park,N,2,Part I,1,9809d513-7436-47ab-9ca7-dd301de16eca,-84.345473,33.7663230000001
69974,222750925,10/2/2022 9:30:42 PM,10/2/2022 3:51:00 PM,10/2/2022 3:55:00 PM,Sunday,1,1,104,1000 PALMETTO AVE SW,Residence/ Home / Apartment / Condo,23H,All Other Larceny,PROPERTY,N,,,Day Watch,-84.420445,33.751628,Ashview Heights,T,4,Part I,1,0a41c4c2-a009-4719-aa48-cd69c17a7089,-84.420445,33.751628
69975,222750927,10/2/2022 5:24:04 PM,10/2/2022 4:04:00 AM,10/2/2022 4:04:00 PM,Sunday,1,5,502,10 S PRADO NE,Highway/ Road/ Alley/ Street/ Sidewalk,240,Motor Vehicle Theft,PROPERTY,N,,,Morning Watch,-84.376845,33.789331,Ansley Park,E,6,Part I,1,db06c4cc-7b3e-4e53-a456-de565a908674,-84.3768449999999,33.7893310000001
69976,222750974,10/2/2022 5:03:47 PM,10/2/2022 4:44:00 PM,10/2/2022 5:03:00 PM,Sunday,1,1,101,901 PARSONS ST SW,Residence/ Home / Apartment / Condo,35A,Drug/Narcotic Violations,SOCIETY,N,,,Day Watch,-84.4171,33.750888,Atlanta University Center,T,4,Part II,,51e8ae7f-d247-4206-9cd7-97d27aa953e6,-84.4170999999999,33.750888
69977,222750987,10/2/2022 5:21:27 PM,10/2/2022 4:00:00 PM,10/2/2022 5:29:00 PM,Sunday,1,4,409,2959 CAMPBELLTON RD SW,Service/ Gas Station,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.485035,33.697308,Southwest,R,11,Part II,,3b7113e6-26c9-49ab-9910-10936524a6ef,-84.485035,33.6973080000001
69978,222751115,10/2/2022 7:47:41 PM,10/2/2022 12:00:00 PM,10/2/2022 5:00:00 PM,Sunday,1,3,313,I 285 WB EXPY SE / JONESBORO RD SE,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.367096,33.652205,South River Gardens,Z,12,Part I,1,c4105b99-f28b-4084-9340-14ca33d56c71,-84.3670959999999,33.652205
69979,222751166,10/2/2022 11:53:21 PM,10/2/2022 7:30:00 PM,10/2/2022 8:00:00 PM,Sunday,1,6,607,1461 MORELAND AVE SE,Grocery/ Supermarket,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.350078,33.713685,Custer/McDonough/Guice,W,1,Part I,1,aea0012f-e8da-4f49-abaf-a0ccf1989661,-84.3500779999999,33.7136850000001
69980,222751228,10/2/2022 9:01:36 PM,10/2/2022 6:00:00 PM,10/2/2022 7:59:00 PM,Sunday,1,4,411,2841 GREENBRIAR PKWY SW,Shopping Mall,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.493282,33.688452,Greenbriar,R,11,Part I,3,cbb8d69f-a266-477d-9c0e-b78c01a438c4,-84.493282,33.688452
69981,222751243,10/3/2022 12:11:51 AM,10/2/2022 8:00:00 PM,10/2/2022 10:00:00 PM,Sunday,1,6,612,GLENWOOD AVE SE / JOSEPH AVE SE,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.346884,33.740155,East Atlanta,W,5,Part I,1,e660def4-199b-4489-bda7-7c793963358b,-84.346884,33.7401550000001
69982,222751249,10/2/2022 9:42:20 PM,10/2/2022 3:00:00 PM,10/2/2022 8:08:00 PM,Sunday,1,5,508,123 MARIETTA ST NW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Day Watch,-84.392698,33.757453,Downtown,M,2,Part I,1,65911e89-18b4-43c6-99e0-b3db15381525,-84.3926979999999,33.7574530000001
69983,222751304,10/2/2022 9:16:10 PM,10/2/2022 8:40:00 PM,10/2/2022 9:10:00 PM,Sunday,1,1,107,1981 JOSEPH E BOONE BLVD NW,Service/ Gas Station,23C,Shoplifting,PROPERTY,N,,,Evening Watch,-84.451742,33.764864,Grove Park,J,3,Part I,,c2be39b5-11d5-4967-87e4-9b392bd7edc6,-84.451742,33.764864
69984,222751424,10/2/2022 10:39:55 PM,10/2/2022 9:37:00 PM,10/2/2022 10:06:00 PM,Sunday,1,1,102,835 MARTIN L KING JR DR NW,Department/ Discount/ Store,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.414571,33.755037,Vine City,L,3,Part II,,c7f74b2d-235f-4368-87c1-660c6ed6a02f,-84.414571,33.7550370000001
69985,222751458,10/3/2022 2:42:24 AM,10/2/2022 9:56:00 PM,10/2/2022 10:20:00 PM,Sunday,1,4,408,1955 CAMPBELLTON RD SW,Convenience Store,35A,Drug/Narcotic Violations,SOCIETY,N,,,Evening Watch,-84.453031,33.708639,Venetian Hills,S,11,Part II,,faa85e12-f4bd-495b-943f-e0996efa2d95,-84.453031,33.7086390000001
69986,222751480,10/2/2022 11:42:41 PM,10/2/2022 9:05:00 PM,10/2/2022 10:15:00 PM,Sunday,1,3,306,1919 METROPOLITAN PKWY SW,Parking/ Drop Lot/ Garage,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.410174,33.702785,Sylvan Hills,X,12,Part I,1,9e461062-4ce2-4962-93da-83afaad25330,-84.410174,33.7027850000001
69987,222751549,10/3/2022 1:18:39 AM,10/2/2022 1:00:00 PM,10/2/2022 9:30:00 PM,Sunday,1,5,509,355 PEACHTREE ST NE,Residence/ Home / Apartment / Condo,290,Destruction/Damage/Vandalism of Property,PROPERTY,N,,,Day Watch,-84.385521,33.764046,Downtown,M,5,Part II,1,259cb00f-a957-49bb-82d9-bd3a2d334c4a,-84.385521,33.7640460000001
69988,222751571,10/3/2022 12:33:36 AM,10/2/2022 10:45:00 PM,10/2/2022 11:07:00 PM,Sunday,1,3,305,201 MOURY AVE SW,Residence/ Home / Apartment / Condo,120,Robbery,PROPERTY,N,,,Evening Watch,-84.393291,33.717171,The Villages at Carver,Y,1,Part I,1,46b04199-f42d-47e8-9d10-09f8febcb006,-84.393291,33.7171710000001
69989,222751891,10/3/2022 4:13:42 AM,10/3/2022 1:30:00 AM,10/3/2022 1:35:00 AM,Sunday,1,5,506,786 NEAL ST NW,Highway/ Road/ Alley/ Street/ Sidewalk,120,Robbery,PROPERTY,Y,,,Evening Watch,-84.413094,33.766217,English Avenue,L,3,Part I,1,f0870841-66e2-4e3f-aca5-7165668fae1c,-84.4130939999999,33.766217
69990,222751893,10/3/2022 3:09:43 AM,10/3/2022 2:30:00 AM,10/3/2022 2:41:00 AM,Sunday,1,1,110,1175 JOHNSON RD NW,Field/ Woods,13A,Aggravated Assault,PERSON,N,,,Evening Watch,-84.437606,33.786975,Rockdale,G,9,Part I,1,e7279abc-a696-47d0-b205-31fc1ac60015,-84.437606,33.786975
69991,222751927,10/3/2022 4:26:15 AM,10/3/2022 3:12:00 AM,10/3/2022 4:00:00 AM,Sunday,1,5,508,218 PEACHTREE ST,ATM Separate From Bank,23F,Theft From Motor Vehicle,PROPERTY,N,,,Morning Watch,-84.388259,33.759909,Downtown,M,2,Part I,1,da6b7d08-f28b-4f6d-9de6-b3d6c93b1b07,-84.3882589999999,33.7599090000001
69992,222751947,10/3/2022 3:43:16 AM,10/2/2022 10:30:00 PM,10/3/2022 3:00:00 AM,Sunday,1,3,303,215 BASS ST SW,Highway/ Road/ Alley/ Street/ Sidewalk,23F,Theft From Motor Vehicle,PROPERTY,N,,,Evening Watch,-84.395007,33.735769,Mechanicsville,V,4,Part I,1,ad1a51e7-c4ca-48d6-aabf-93649920bafc,-84.395007,33.7357690000001
69993,222758040,10/3/2022 12:18:22 PM,10/2/2022 6:37:00 PM,10/2/2022 6:39:00 PM,Sunday,1,7,706,7062 SPINE RD,Air/ Bus/ Train Terminal,280,Stolen Property Offenses,PROPERTY,N,,,Evening Watch,-84.443785,33.640766,,,,Part II,1,47a2e9ea-2de8-4e02-9908-f696a1b2a090,-84.4437849999999,33.640766
69994,222760111,10/3/2022 5:33:17 AM,10/3/2022 5:03:00 AM,10/3/2022 5:33:00 AM,Monday,2,2,211,3037 PIEDMONT RD NE,Other/Unknown,35A,Drug/Narcotic Violations,SOCIETY,N,,,Morning Watch,-84.368043,33.83798,Peachtree Park,B,7,Part II,,b1afe9d8-2639-4827-b773-1d2dea2cf1c4,-84.3680429999999,33.8379800000001
69995,222760139,10/3/2022 8:34:10 AM,10/3/2022 5:17:00 AM,10/3/2022 5:30:00 AM,Monday,2,3,305,204 MOURY AVE SW,Residence/ Home / Apartment / Condo,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.392565,33.715638,The Villages at Carver,Y,1,Part II,1,2d810fdf-d19f-4a0a-87e3-4ae3f4a46784,-84.392565,33.7156380000001
69996,222760193,10/3/2022 8:45:04 PM,10/3/2022 5:54:00 AM,10/3/2022 6:50:00 AM,Monday,2,5,510,91 PEACHTREE ST,Park/ Playground,13B,Simple Assault,PERSON,N,,,Morning Watch,-84.388821,33.755371,Downtown,M,2,Part II,1,0734bed7-d9dc-4f8e-9232-1249b8f1d404,-84.388821,33.755371
69997,222760408,10/3/2022 10:23:42 AM,10/3/2022 9:30:00 AM,10/3/2022 10:10:00 AM,Monday,2,2,212,1925 MONROE DR NE,Residence/ Home / Apartment / Condo,120,Robbery,PROPERTY,N,,,Morning Watch,-84.374634,33.808193,Piedmont Heights,F,6,Part I,1,82336a0a-b48a-44c3-a043-501c2ac5acbc,-84.374634,33.8081930000001
69998,222760442,10/3/2022 11:25:51 AM,10/2/2022 11:00:00 PM,10/3/2022 9:30:00 AM,Sunday,1,4,414,3725 PRINCETON LAKES PKWY SW,Residence/ Home / Apartment / Condo,240,Motor Vehicle Theft,PROPERTY,N,,,Evening Watch,-84.510149,33.657114,Princeton Lakes,P,11,Part I,1,31815b10-5424-42cb-b34f-0b4ca8e6cc32,-84.510149,33.657114
69999,222760474,10/3/2022 12:30:11 PM,10/2/2022 2:30:00 AM,10/2/2022 3:00:00 AM,Saturday,7,4,407,3500 MARTIN L KING JR DR SW,Commercial/ Office Building,220,Burglary/Breaking & Entering,PROPERTY,N,,,Evening Watch,-84.502824,33.757348,Adamsville,H,10,Part I,,84325827-564b-4231-99b2-0646e42322dc,-84.502824,33.757348
